Id,Prediction
0,4232186.636
1,3966209.376
2,4605214.4372
3,4122310.836
4,6522753.567666667
5,4348315.06
6,3784619.743
7,5614055.838966667
8,5124064.9085
9,5732832.402
10,5137074.562333333
11,4742732.287333333
12,8246466.308
13,10925438.382
14,3971624.917
15,4600159.822619047
16,5255278.932966667
17,4887387.948
18,5992832.564733333
19,4891573.635600001
20,3089715.918
21,5738101.822166667
22,4515410.963
23,4614354.382
24,5163059.2965
25,3945450.7759999996
26,3747117.8403333332
27,5917353.896333333
28,5899841.612
29,6153943.554999998
30,6235020.7664
31,4279165.993
32,4480065.042
33,3855975.694
34,3894935.672
35,4558158.767666666
36,4684595.446
37,6436739.1345
38,3222925.272
39,4915558.6985
40,4187303.17
41,4582198.283166666
42,5471091.9235
43,4543612.634
44,5590631.839
45,5593661.662666666
46,4132826.726
47,3804853.4456666666
48,4507115.8604
49,6314362.954
50,4745972.7625
51,4446590.5785
52,5233190.316
53,4992656.674
54,3020092.504
55,5375493.307066667
56,6885434.212
57,5834225.805333333
58,4647851.3425
59,5233345.696
60,2744462.204
61,3372276.578
62,4846143.7155
63,4373110.678
64,4785044.498
65,5354732.9965
66,4585989.8026
67,5023030.9945
68,4535913.638
69,4601411.142
70,4176754.27
71,4846617.107
72,4360630.328
73,5964754.41
74,6455109.275933334
75,4872518.735
76,5196804.28
77,6453050.621666666
78,5211467.953
79,4895914.844233333
80,5421703.5805
81,5061765.884
82,4472892.7
83,4197750.996
84,4828049.411
85,2173232.248
86,3953887.432595238
87,5606345.788033333
88,5293494.868566667
89,4685235.523399999
90,5554195.700333333
91,3265459.006
92,2792770.062
93,5838338.8251
94,5763865.774333333
95,4041937.458
96,6286679.788
97,5059531.810666666
98,4707406.277
99,4652077.824
100,3584596.126
101,2600837.812
102,5123016.733000001
103,3850460.98
104,2415917.77
105,3201560.18
106,6830061.401728571
107,3808703.254
108,5796452.9580666665
109,5224857.045666666
110,5187467.649
111,4365836.659
112,4199150.262
113,3192381.133
114,3864015.26
115,4663229.3455
116,3830446.256
117,4192441.8473
118,4067033.9576666667
119,5405503.1451
120,5773555.5361
121,5605080.446666666
122,3405386.246
123,5332815.32
124,5384780.534
125,3869360.358
126,6923733.408
127,3401626.168
128,6140621.468
129,4700138.882
130,2790089.052
131,4774151.898
132,7517262.663733332
133,3725040.108
134,4708946.1995
135,4176313.873
136,4858664.74
137,4535157.355
138,6834145.354166666
139,5003187.07
140,6349968.995
141,3546304.188
142,5393563.066066667
143,3106618.68
144,5269250.536
145,3327905.29
146,4708295.258
147,3037724.3000666667
148,4884663.006
149,5029203.3295
150,3786149.666
151,3328712.893
152,4942656.3495
153,6559037.032333334
154,3408533.845
155,6804255.2755
156,4868329.7968999995
157,5140690.1131
158,4562622.962166666
159,3929135.414
160,4960377.820833334
161,4725244.117
162,2918604.986
163,8005965.365033334
164,6427287.2989
165,4880883.165
166,4657563.446
167,4754254.8725
168,3611204.2663333337
169,5423237.633
170,4623955.905
171,4206191.4876666665
172,5190128.242
173,3547937.081
174,4782742.152833333
175,4401361.880333334
176,6764363.069399999
177,5534236.0595
178,3381790.91
179,4542227.366166666
180,5452936.370333334
181,4017735.434
182,5424240.244
183,4204718.146
184,5231949.9455
185,3476160.2536666663
186,3169238.3326666667
187,4837972.005933333
188,6728041.472633334
189,4311330.124385714
190,5863676.240666667
191,5357776.4465
192,5957457.757
193,9034850.769066667
194,4138913.7015
195,9827161.162666667
196,4898581.182
197,3326956.417
198,5781158.518
199,3875903.928
200,4037699.712
201,6259152.89
202,3839874.806
203,4150165.9421666665
204,4842239.915333334
205,6190357.121
206,5014234.857333334
207,3972010.354
208,5577381.228
209,3852423.848
210,4630237.0955
211,6219852.874
212,5679253.454
213,3640758.58
214,5881942.546666667
215,2479300.512
216,5921317.421
217,5309582.378
218,4557929.256
219,4055189.28
220,5254493.388
221,5065464.858
222,5552241.467033333
223,4257452.178
224,4163539.938
225,5322575.297266668
226,5759910.256666666
227,7050073.773399999
228,3694797.1406666664
229,5854062.010833332
230,4667320.5565
231,6138530.5436
232,6831959.3105
233,4483370.256
234,4130180.282
235,4691316.106
236,3046563.982
237,3070764.632
238,5201373.4078
239,5447060.630333334
240,4283797.128
241,3159472.338
242,4346952.55
243,4447002.062166666
244,5489964.600933334
245,6367233.3342
246,4422673.771600001
247,5335432.508
248,4360643.078666666
249,4821078.462333333
250,3674131.19
251,4895544.37
252,4685038.6125
253,3928481.492
254,4348744.228800001
255,5886388.064
256,4338072.506333334
257,5855377.452
258,3502922.416
259,3288725.662
260,4848440.1
261,8340742.419666667
262,6054827.686
263,4704644.165
264,2572733.053
265,4528382.6828000005
266,4118958.862
267,6866448.095166666
268,5525966.198
269,4189775.7166666663
270,3950067.97
271,3062985.544
272,5893955.419485714
273,4632543.108166666
274,4777240.227166666
275,5066819.969961905
276,8127674.647333334
277,6504951.221666666
278,4915659.168
279,3721454.876
280,4562313.896
281,5795048.502666667
282,3605196.834
283,3352133.986
284,4834465.174
285,2681969.325
286,4442112.435
287,4167879.315
288,6680245.7966
289,4220734.4292
290,4674210.264
291,5569020.049999999
292,4155232.6610999997
293,4260927.340166667
294,2450726.704
295,6632281.8525
296,5198165.287833334
297,5397840.701999999
298,5276503.862
299,4668479.488
300,5121987.049
301,6628253.761
302,5455992.011285714
303,6458109.66
304,4865393.106
305,5086873.07
306,5096050.414
307,6287194.633
308,2851483.74
309,3609092.72
310,4509592.972
311,3167322.002
312,3729616.004
313,4912179.503
314,4688843.243
315,4969073.665
316,4245481.721666667
317,5630717.565933333
318,5880464.264
319,5527417.608
320,4807519.836866666
321,5390437.408
322,4282102.146
323,7219999.45
324,4282316.8877
325,6044055.604
326,5232127.9958999995
327,4450155.254
328,5281598.999666666
329,5277847.4234
330,8501478.6568
331,4423329.2375
332,5322553.550999999
333,5173798.7595
334,4268469.128
335,4713095.5571
336,2825718.702
337,5777467.924
338,6007930.514666666
339,5133549.759766666
340,4995548.224
341,6010344.098
342,5798528.469533333
343,5354017.149
344,3727319.604
345,4252455.158666667
346,4935575.554
347,5897835.453
348,3583100.711
349,5060626.794
350,4883538.9575
351,6089441.975266666
352,6164371.120733333
353,5077453.0355
354,3330709.996
355,6783425.634
356,6160232.135
357,5313324.766566666
358,5860091.962
359,4509004.6836
360,4700138.882
361,3986929.214
362,3993241.8513333336
363,5221136.3046
364,9711903.183866665
365,5288468.261
366,2575011.554
367,3712345.6319285715
368,3668527.662
369,4969197.102
370,5134056.378
371,4733217.3098
372,4107245.498
373,4736751.759361905
374,4111607.869
375,6088782.259
376,3123605.636
377,6362644.272
378,4067254.3853
379,4311648.338
380,6392875.009
381,3945005.110333333
382,4092560.56
383,6178407.51
384,5125898.743
385,5661339.123
386,4612085.199485714
387,5250325.521699999
388,5286120.6745
389,4445562.76
390,4542486.03
391,5252074.8505
392,5470953.026
393,4724668.4916
394,6061441.296
395,4696641.1902
396,4986780.1132
397,5600042.212
398,4638472.229
399,5775513.0615
400,2395115.834
401,2486125.686
402,4693349.248
403,3506010.464
404,3376713.33
405,4476171.181
406,4612224.49
407,3767951.963
408,2401683.204
409,3629406.3826666665
410,4104089.922
411,5951463.2906
412,4392528.265666667
413,4332709.9765
414,6142514.948
415,5237407.1916000005
416,4257114.4444
417,3334392.97
418,4136698.582333333
419,5601308.7016
420,4677534.93775238
421,4719771.769
422,4338139.274
423,3107491.676
424,5405554.888
425,5039722.956333334
426,5193381.954
427,4174375.01
428,4449688.919
429,4971510.501
430,3267449.444
431,3320770.024
432,3196882.6371666663
433,5983888.628666667
434,4717778.318
435,5254551.282
436,5871466.980166668
437,2592031.9
438,3388235.41
439,7608308.856866667
440,5971864.093719047
441,5278608.922
442,2776287.323
443,4962848.203833334
444,5194632.970066667
445,8285286.072166667
446,4629658.303585715
447,4320247.338
448,4797313.808
449,11874632.472
450,4256235.69
451,2571541.396
452,5528998.505061904
453,4075275.6975
454,4580802.736
455,3528368.388
456,4217008.281666666
457,3744799.512
458,4178224.42
459,2483493.828
460,5436713.962
461,3948954.6275
462,4794731.089666666
463,5071521.7615
464,5545556.04
465,4111732.446
466,5734380.668695239
467,3857181.126
468,3163621.284
469,5153892.6845
470,3781999.690333333
471,5734564.273561904
472,2806044.37
473,4503453.006
474,4355646.812
475,4373204.058
476,2985629.7
477,5397248.106
478,3786994.822
479,4358838.813261905
480,4838346.001
481,11036943.572
482,4592421.816
483,5758985.614
484,5552775.628
485,4332454.406
486,5199107.319261905
487,9484047.3654
488,6126663.0105
489,3977666.428
490,4951482.95
491,2979993.51
492,5082638.164
493,5831455.5425
494,4662243.973166666
495,4054932.3735
496,5484906.96
497,5132802.1865
498,4313474.147
499,4533525.087333333
500,4643441.3434
501,3448876.442
502,3192051.65
503,5049567.187399999
504,6488220.105
505,4334016.2945
506,4716091.966
507,5281413.596
508,4413236.0596
509,5351526.387
510,6288917.506
511,5758740.476
512,2292962.531
513,4710672.4849333335
514,3550701.222
515,3642156.602
516,3679492.062
517,5330374.792
518,4126305.418
519,5421928.9054
520,5537284.46
521,5515511.903000001
522,4734177.439585715
523,6390738.196
524,3758478.272
